ID	MerchandizeGroupID	MinPlayerLevel	MaxPlayerLevel	MerchandisePossessionCategory	MerchandisePossessionID	MerchandisePossessionNum	PaymentPossessionCategory	PaymentPossessionID	PaymentPossessionNum	Weight
101004072	101	71	80	2	20306002	5	11	3	150	10
101004073	101	71	80	2	20306002	10	11	3	300	5
101004074	101	71	80	2	20306003	1	11	2	600	178
101004075	101	71	80	2	20306003	2	11	2	1200	89
101004076	101	71	80	2	20306003	3	11	2	1800	59
101004077	101	71	80	2	20306003	1	11	3	30	50
101004078	101	71	80	2	20306003	3	11	3	90	16
101004079	101	71	80	2	20306003	5	11	3	150	10
101004080	101	71	80	2	20306003	10	11	3	300	5
101004081	101	71	80	2	20306004	1	11	2	600	178
101004082	101	71	80	2	20306004	2	11	2	1200	89
101004083	101	71	80	2	20306004	3	11	2	1800	59
101004084	101	71	80	2	20306004	1	11	3	30	50
101004085	101	71	80	2	20306004	3	11	3	90	16
101004086	101	71	80	2	20306004	5	11	3	150	10
101004087	101	71	80	2	20306004	10	11	3	300	5
101004088	101	71	80	2	20306005	1	11	2	600	178
101004089	101	71	80	2	20306005	2	11	2	1200	89
101004090	101	71	80	2	20306005	3	11	2	1800	59
101004091	101	71	80	2	20306005	1	11	3	30	50
101004092	101	71	80	2	20306005	3	11	3	90	16
101004093	101	71	80	2	20306005	5	11	3	150	10
101004094	101	71	80	2	20306005	10	11	3	300	5
101004095	101	71	80	2	20306006	1	11	2	600	178
101004096	101	71	80	2	20306006	2	11	2	1200	89
101004097	101	71	80	2	20306006	3	11	2	1800	59
101004098	101	71	80	2	20306006	1	11	3	30	50
101004099	101	71	80	2	20306006	3	11	3	90	16
101004100	101	71	80	2	20306006	5	11	3	150	10
101004101	101	71	80	2	20306006	10	11	3	300	5
101004102	101	71	80	2	20306007	1	11	2	600	178
101004103	101	71	80	2	20306007	2	11	2	1200	89
101004104	101	71	80	2	20306007	3	11	2	1800	59
101004105	101	71	80	2	20306007	1	11	3	30	50
101004106	101	71	80	2	20306007	3	11	3	90	16
101004107	101	71	80	2	20306007	5	11	3	150	10
101004108	101	71	80	2	20306007	10	11	3	300	5
101004109	101	71	80	2	20306008	1	11	2	600	178
101004110	101	71	80	2	20306008	2	11	2	1200	89
101004111	101	71	80	2	20306008	3	11	2	1800	59
101004112	101	71	80	2	20306008	1	11	3	30	50
101004113	101	71	80	2	20306008	3	11	3	90	16
101004114	101	71	80	2	20306008	5	11	3	150	10
101004115	101	71	80	2	20306008	10	11	3	300	5
101004116	101	71	80	2	20306009	1	11	2	600	178
101004117	101	71	80	2	20306009	2	11	2	1200	89
101004118	101	71	80	2	20306009	3	11	2	1800	59
101004119	101	71	80	2	20306009	1	11	3	30	50
101004120	101	71	80	2	20306009	3	11	3	90	16
101004121	101	71	80	2	20306009	5	11	3	150	10
101004122	101	71	80	2	20306009	10	11	3	300	5
101004123	101	71	80	2	20306010	1	11	2	600	178
101004124	101	71	80	2	20306010	2	11	2	1200	89
101004125	101	71	80	2	20306010	3	11	2	1800	59
101004126	101	71	80	2	20306010	1	11	3	30	50
101004127	101	71	80	2	20306010	3	11	3	90	16
101004128	101	71	80	2	20306010	5	11	3	150	10
101004129	101	71	80	2	20306010	10	11	3	300	5
101004130	101	71	80	2	20306011	1	11	2	600	178
101004131	101	71	80	2	20306011	2	11	2	1200	89
101004132	101	71	80	2	20306011	3	11	2	1800	59
101004133	101	71	80	2	20306011	1	11	3	30	50
101004134	101	71	80	2	20306011	3	11	3	90	16
101004135	101	71	80	2	20306011	5	11	3	150	10
101004136	101	71	80	2	20306011	10	11	3	300	5
101004137	101	71	80	2	20407001	1	11	2	700	223
101004138	101	71	80	2	20407001	2	11	2	1400	111
101004139	101	71	80	2	20407001	3	11	2	2100	74
101004140	101	71	80	2	20407001	1	11	3	35	62
101004141	101	71	80	2	20407001	3	11	3	105	20
101004142	101	71	80	2	20407001	5	11	3	175	12
101004143	101	71	80	2	20407001	10	11	3	350	6
101004144	101	71	80	2	20407003	1	11	2	700	223
101004145	101	71	80	2	20407003	2	11	2	1400	111
101004146	101	71	80	2	20407003	3	11	2	2100	74
101004147	101	71	80	2	20407003	1	11	3	35	62
101004148	101	71	80	2	20407003	3	11	3	105	20
101004149	101	71	80	2	20407003	5	11	3	175	12
101004150	101	71	80	2	20407003	10	11	3	350	6
101004151	101	71	80	2	20407006	1	11	2	700	223
101004152	101	71	80	2	20407006	2	11	2	1400	111
101004153	101	71	80	2	20407006	3	11	2	2100	74
101004154	101	71	80	2	20407006	1	11	3	35	62
101004155	101	71	80	2	20407006	3	11	3	105	20
101004156	101	71	80	2	20407006	5	11	3	175	12
101004157	101	71	80	2	20407006	10	11	3	350	6
101004158	101	71	80	2	20407009	1	11	2	700	223
101004159	101	71	80	2	20407009	2	11	2	1400	111
101004160	101	71	80	2	20407009	3	11	2	2100	74
101004161	101	71	80	2	20407009	1	11	3	35	62
101004162	101	71	80	2	20407009	3	11	3	105	20
101004163	101	71	80	2	20407009	5	11	3	175	12
101004164	101	71	80	2	20407009	10	11	3	350	6
101004165	101	71	80	2	20408001	1	11	2	800	279
101004166	101	71	80	2	20408001	2	11	2	1600	139
101004167	101	71	80	2	20408001	3	11	2	2400	93
101004168	101	71	80	2	20408001	1	11	3	40	78
101004169	101	71	80	2	20408001	3	11	3	120	26
101004170	101	71	80	2	20408001	5	11	3	200	15
101004171	101	71	80	2	20408001	10	11	3	400	7
101004172	101	71	80	2	20408003	1	11	2	800	279
101004173	101	71	80	2	20408003	2	11	2	1600	139
101004174	101	71	80	2	20408003	3	11	2	2400	93
101004175	101	71	80	2	20408003	1	11	3	40	78
101004176	101	71	80	2	20408003	3	11	3	120	26
101004177	101	71	80	2	20408003	5	11	3	200	15
101004178	101	71	80	2	20408003	10	11	3	400	7
101004179	101	71	80	2	20408006	1	11	2	800	279
101004180	101	71	80	2	20408006	2	11	2	1600	139
101004181	101	71	80	2	20408006	3	11	2	2400	93
101004182	101	71	80	2	20408006	1	11	3	40	78
101004183	101	71	80	2	20408006	3	11	3	120	26
101004184	101	71	80	2	20408006	5	11	3	200	15
101004185	101	71	80	2	20408006	10	11	3	400	7
101004186	101	71	80	2	20408009	1	11	2	800	279
101004187	101	71	80	2	20408009	2	11	2	1600	139
101004188	101	71	80	2	20408009	3	11	2	2400	93
101004189	101	71	80	2	20408009	1	11	3	40	78
101004190	101	71	80	2	20408009	3	11	3	120	26
101004191	101	71	80	2	20408009	5	11	3	200	15
101004192	101	71	80	2	20408009	10	11	3	400	7
101004193	101	71	80	2	20409001	1	11	2	900	349
101004194	101	71	80	2	20409001	2	11	2	1800	174
101004195	101	71	80	2	20409001	3	11	2	2700	116
101004196	101	71	80	2	20409001	1	11	3	45	97
101004197	101	71	80	2	20409001	3	11	3	135	32
101004198	101	71	80	2	20409001	5	11	3	225	19
101004199	101	71	80	2	20409001	10	11	3	450	9
101004200	101	71	80	2	20409003	1	11	2	900	349
101004201	101	71	80	2	20409003	2	11	2	1800	174
101004202	101	71	80	2	20409003	3	11	2	2700	116
101004203	101	71	80	2	20409003	1	11	3	45	97
101004204	101	71	80	2	20409003	3	11	3	135	32
101004205	101	71	80	2	20409003	5	11	3	225	19
101004206	101	71	80	2	20409003	10	11	3	450	9
101004207	101	71	80	2	20409006	1	11	2	900	349
101004208	101	71	80	2	20409006	2	11	2	1800	174
101004209	101	71	80	2	20409006	3	11	2	2700	116
101004210	101	71	80	2	20409006	1	11	3	45	97
101004211	101	71	80	2	20409006	3	11	3	135	32
101004212	101	71	80	2	20409006	5	11	3	225	19
101004213	101	71	80	2	20409006	10	11	3	450	9
101004214	101	71	80	2	20409009	1	11	2	900	349
101004215	101	71	80	2	20409009	2	11	2	1800	174
101004216	101	71	80	2	20409009	3	11	2	2700	116
101004217	101	71	80	2	20409009	1	11	3	45	97
101004218	101	71	80	2	20409009	3	11	3	135	32
101004219	101	71	80	2	20409009	5	11	3	225	19
101004220	101	71	80	2	20409009	10	11	3	450	9
101004221	101	71	80	2	20410001	1	11	2	1000	436
101004222	101	71	80	2	20410001	2	11	2	2000	218
101004223	101	71	80	2	20410001	3	11	2	3000	145
101004224	101	71	80	2	20410001	1	11	3	50	122
101004225	101	71	80	2	20410001	3	11	3	150	40
101004226	101	71	80	2	20410001	5	11	3	250	24
101004227	101	71	80	2	20410001	10	11	3	500	12
101004228	101	71	80	2	20410002	1	11	2	1000	436
101004229	101	71	80	2	20410002	2	11	2	2000	218
101004230	101	71	80	2	20410002	3	11	2	3000	145
101004231	101	71	80	2	20410002	1	11	3	50	122
101004232	101	71	80	2	20410002	3	11	3	150	40
101004233	101	71	80	2	20410002	5	11	3	250	24
101004234	101	71	80	2	20410002	10	11	3	500	12
101004235	101	71	80	2	20410006	1	11	2	1000	436
101004236	101	71	80	2	20410006	2	11	2	2000	218
101004237	101	71	80	2	20410006	3	11	2	3000	145
101004238	101	71	80	2	20410006	1	11	3	50	122
101004239	101	71	80	2	20410006	3	11	3	150	40
101004240	101	71	80	2	20410006	5	11	3	250	24
101004241	101	71	80	2	20410006	10	11	3	500	12
101004242	101	71	80	2	20410009	1	11	2	1000	436
101004243	101	71	80	2	20410009	2	11	2	2000	218
101004244	101	71	80	2	20410009	3	11	2	3000	145
101004245	101	71	80	2	20410009	1	11	3	50	122
101004246	101	71	80	2	20410009	3	11	3	150	40
101004247	101	71	80	2	20410009	5	11	3	250	24
101004248	101	71	80	2	20410009	10	11	3	500	12
101004249	101	71	80	2	20411001	1	11	2	1500	349
101004250	101	71	80	2	20411001	2	11	2	3000	174
101004251	101	71	80	2	20411001	3	11	2	4500	116
101004252	101	71	80	2	20411001	1	11	3	75	97
101004253	101	71	80	2	20411001	3	11	3	225	32
101004254	101	71	80	2	20411001	5	11	3	375	19
101004255	101	71	80	2	20411001	10	11	3	750	9
101004256	101	71	80	2	20411002	1	11	2	1500	349
101004257	101	71	80	2	20411002	2	11	2	3000	174
101004258	101	71	80	2	20411002	3	11	2	4500	116
101004259	101	71	80	2	20411002	1	11	3	75	97
101004260	101	71	80	2	20411002	3	11	3	225	32
101004261	101	71	80	2	20411002	5	11	3	375	19
101004262	101	71	80	2	20411002	10	11	3	750	9
101004263	101	71	80	2	20411006	1	11	2	1500	349
101004264	101	71	80	2	20411006	2	11	2	3000	174
101004265	101	71	80	2	20411006	3	11	2	4500	116
101004266	101	71	80	2	20411006	1	11	3	75	97
101004267	101	71	80	2	20411006	3	11	3	225	32
101004268	101	71	80	2	20411006	5	11	3	375	19
101004269	101	71	80	2	20411006	10	11	3	750	9
101004270	101	71	80	2	20411010	1	11	2	1500	349
101004271	101	71	80	2	20411010	2	11	2	3000	174
101004272	101	71	80	2	20411010	3	11	2	4500	116
101004273	101	71	80	2	20411010	1	11	3	75	97
101004274	101	71	80	2	20411010	3	11	3	225	32
101004275	101	71	80	2	20411010	5	11	3	375	19
101004276	101	71	80	2	20411010	10	11	3	750	9
101004277	101	71	80	2	20512001	1	11	2	2000	279
101004278	101	71	80	2	20512001	2	11	2	4000	139
101004279	101	71	80	2	20512001	3	11	2	6000	93
101004280	101	71	80	2	20512001	1	11	3	100	78
101004281	101	71	80	2	20512001	3	11	3	300	26
101004282	101	71	80	2	20512001	5	11	3	500	15
101004283	101	71	80	2	20512001	10	11	3	1000	7
101004284	101	71	80	2	20512002	1	11	2	2000	279
101004285	101	71	80	2	20512002	2	11	2	4000	139
101004286	101	71	80	2	20512002	3	11	2	6000	93
101004287	101	71	80	2	20512002	1	11	3	100	78
101004288	101	71	80	2	20512002	3	11	3	300	26
101004289	101	71	80	2	20512002	5	11	3	500	15
101004290	101	71	80	2	20512002	10	11	3	1000	7
101004291	101	71	80	2	20512007	1	11	2	2000	279
101004292	101	71	80	2	20512007	2	11	2	4000	139
101004293	101	71	80	2	20512007	3	11	2	6000	93
101004294	101	71	80	2	20512007	1	11	3	100	78
101004295	101	71	80	2	20512007	3	11	3	300	26
101004296	101	71	80	2	20512007	5	11	3	500	15
101004297	101	71	80	2	20512007	10	11	3	1000	7
101004298	101	71	80	2	20512009	1	11	2	2000	279
101004299	101	71	80	2	20512009	2	11	2	4000	139
101004300	101	71	80	2	20512009	3	11	2	6000	93
101004301	101	71	80	2	20512009	1	11	3	100	78
101004302	101	71	80	2	20512009	3	11	3	300	26
101004303	101	71	80	2	20512009	5	11	3	500	15
101004304	101	71	80	2	20512009	10	11	3	1000	7
101004305	101	71	80	3	30101003	5	11	2	5000	21
101004306	101	71	80	3	30101003	5	11	3	10	5
101004307	101	71	80	3	30203003	5	11	2	25000	33
101004308	101	71	80	3	30203003	5	11	3	60	8
101004309	101	71	80	3	30306003	5	11	3	250	16
101004310	101	71	80	3	30411003	5	11	3	1000	32
101004311	101	71	80	4	40300101	1	11	2	20000	85
101004312	101	71	80	4	40300101	1	11	3	40	9
101004313	101	71	80	4	40300101	2	11	3	80	4
101004314	101	71	80	4	40300101	3	11	3	120	3
101004315	101	71	80	4	40300101	4	11	3	160	2
101004316	101	71	80	4	40300101	5	11	3	200	1
101004317	101	71	80	4	40300105	1	11	2	20000	85
101004318	101	71	80	4	40300105	1	11	3	40	9
101004319	101	71	80	4	40300105	2	11	3	80	4
101004320	101	71	80	4	40300105	3	11	3	120	3
101004321	101	71	80	4	40300105	4	11	3	160	2
101004322	101	71	80	4	40300105	5	11	3	200	1
101004323	101	71	80	4	40300106	1	11	2	20000	85
101004324	101	71	80	4	40300106	1	11	3	40	9
101004325	101	71	80	4	40300106	2	11	3	80	4
101004326	101	71	80	4	40300106	3	11	3	120	3
101004327	101	71	80	4	40300106	4	11	3	160	2
101004328	101	71	80	4	40300106	5	11	3	200	1
101004329	101	71	80	4	40300109	1	11	2	20000	85
101004330	101	71	80	4	40300109	1	11	3	40	9
101004331	101	71	80	4	40300109	2	11	3	80	4
101004332	101	71	80	4	40300109	3	11	3	120	3
101004333	101	71	80	4	40300109	4	11	3	160	2
101004334	101	71	80	4	40300109	5	11	3	200	1
101004335	101	71	80	4	40300208	1	11	2	20000	85
101004336	101	71	80	4	40300208	1	11	3	40	9
101004337	101	71	80	4	40300208	2	11	3	80	4
101004338	101	71	80	4	40300208	3	11	3	120	3
101004339	101	71	80	4	40300208	4	11	3	160	2
101004340	101	71	80	4	40300208	5	11	3	200	1
101004341	101	71	80	4	40300211	1	11	2	20000	85
101004342	101	71	80	4	40300211	1	11	3	40	9
101004343	101	71	80	4	40300211	2	11	3	80	4
101004344	101	71	80	4	40300211	3	11	3	120	3
101004345	101	71	80	4	40300211	4	11	3	160	2
101004346	101	71	80	4	40300211	5	11	3	200	1
101004347	101	71	80	4	40300212	1	11	2	20000	85
101004348	101	71	80	4	40300212	1	11	3	40	9
101004349	101	71	80	4	40300212	2	11	3	80	4
101004350	101	71	80	4	40300212	3	11	3	120	3
101004351	101	71	80	4	40300212	4	11	3	160	2
101004352	101	71	80	4	40300212	5	11	3	200	1
101004353	101	71	80	4	40300302	1	11	2	20000	85
101004354	101	71	80	4	40300302	1	11	3	40	9
101004355	101	71	80	4	40300302	2	11	3	80	4
101004356	101	71	80	4	40300302	3	11	3	120	3
101004357	101	71	80	4	40300302	4	11	3	160	2
101004358	101	71	80	4	40300302	5	11	3	200	1
101004359	101	71	80	4	40300303	1	11	2	20000	85
101004360	101	71	80	4	40300303	1	11	3	40	9
101004361	101	71	80	4	40300303	2	11	3	80	4
101004362	101	71	80	4	40300303	3	11	3	120	3
101004363	101	71	80	4	40300303	4	11	3	160	2
101004364	101	71	80	4	40300303	5	11	3	200	1
101004365	101	71	80	4	40300304	1	11	2	20000	85
101004366	101	71	80	4	40300304	1	11	3	40	9
101004367	101	71	80	4	40300304	2	11	3	80	4
101004368	101	71	80	4	40300304	3	11	3	120	3
101004369	101	71	80	4	40300304	4	11	3	160	2
101004370	101	71	80	4	40300304	5	11	3	200	1
101004371	101	71	80	4	40300309	1	11	2	20000	85
101004372	101	71	80	4	40300309	1	11	3	40	9
101004373	101	71	80	4	40300309	2	11	3	80	4
101004374	101	71	80	4	40300309	3	11	3	120	3
101004375	101	71	80	4	40300309	4	11	3	160	2
101004376	101	71	80	4	40300309	5	11	3	200	1
101004377	101	71	80	4	40400111	1	11	2	20000	85
101004378	101	71	80	4	40400111	1	11	3	40	9
101004379	101	71	80	4	40400111	2	11	3	80	4
101004380	101	71	80	4	40400111	3	11	3	120	3
101004381	101	71	80	4	40400111	4	11	3	160	2
101004382	101	71	80	4	40400111	5	11	3	200	1
101004383	101	71	80	4	40400203	1	11	2	20000	85
101004384	101	71	80	4	40400203	1	11	3	40	9
101004385	101	71	80	4	40400203	2	11	3	80	4
101004386	101	71	80	4	40400203	3	11	3	120	3
101004387	101	71	80	4	40400203	4	11	3	160	2
101004388	101	71	80	4	40400203	5	11	3	200	1
101004389	101	71	80	4	40400206	1	11	2	20000	85
101004390	101	71	80	4	40400206	1	11	3	40	9
101004391	101	71	80	4	40400206	2	11	3	80	4
101004392	101	71	80	4	40400206	3	11	3	120	3
101004393	101	71	80	4	40400206	4	11	3	160	2
101004394	101	71	80	4	40400206	5	11	3	200	1
101004395	101	71	80	4	40400209	1	11	2	20000	85
101004396	101	71	80	4	40400209	1	11	3	40	9
101004397	101	71	80	4	40400209	2	11	3	80	4
101004398	101	71	80	4	40400209	3	11	3	120	3
101004399	101	71	80	4	40400209	4	11	3	160	2
101004400	101	71	80	4	40400209	5	11	3	200	1
101004401	101	71	80	4	40400216	1	11	2	20000	85
101004402	101	71	80	4	40400216	1	11	3	40	9
101004403	101	71	80	4	40400216	2	11	3	80	4
101004404	101	71	80	4	40400216	3	11	3	120	3
101004405	101	71	80	4	40400216	4	11	3	160	2
101004406	101	71	80	4	40400216	5	11	3	200	1
101004407	101	71	80	4	40400307	1	11	2	20000	85
101004408	101	71	80	4	40400307	1	11	3	40	9
101004409	101	71	80	4	40400307	2	11	3	80	4
101004410	101	71	80	4	40400307	3	11	3	120	3
101004411	101	71	80	4	40400307	4	11	3	160	2
101004412	101	71	80	4	40400307	5	11	3	200	1
101004413	101	71	80	4	40500201	1	11	2	20000	85
101004414	101	71	80	4	40500201	1	11	3	40	9
101004415	101	71	80	4	40500201	2	11	3	80	4
101004416	101	71	80	4	40500201	3	11	3	120	3
101004417	101	71	80	4	40500201	4	11	3	160	2
101004418	101	71	80	4	40500201	5	11	3	200	1
101004419	101	71	80	4	40500202	1	11	2	20000	85
101004420	101	71	80	4	40500202	1	11	3	40	9
101004421	101	71	80	4	40500202	2	11	3	80	4
101004422	101	71	80	4	40500202	3	11	3	120	3
101004423	101	71	80	4	40500202	4	11	3	160	2
101004424	101	71	80	4	40500202	5	11	3	200	1
101004425	101	71	80	4	40500210	1	11	2	20000	85
101004426	101	71	80	4	40500210	1	11	3	40	9
101004427	101	71	80	4	40500210	2	11	3	80	4
101004428	101	71	80	4	40500210	3	11	3	120	3
101004429	101	71	80	4	40500210	4	11	3	160	2
101004430	101	71	80	4	40500210	5	11	3	200	1
101004431	101	71	80	4	40500308	1	11	2	20000	85
101004432	101	71	80	4	40500308	1	11	3	40	9
101004433	101	71	80	4	40500308	2	11	3	80	4
101004434	101	71	80	4	40500308	3	11	3	120	3
101004435	101	71	80	4	40500308	4	11	3	160	2
101004436	101	71	80	4	40500308	5	11	3	200	1
101004437	101	71	80	4	40500401	1	11	2	20000	85
101004438	101	71	80	4	40500401	1	11	3	40	9
101004439	101	71	80	4	40500401	2	11	3	80	4
101004440	101	71	80	4	40500401	3	11	3	120	3
101004441	101	71	80	4	40500401	4	11	3	160	2
101004442	101	71	80	4	40500401	5	11	3	200	1
101004443	101	71	80	4	40500501	1	11	2	20000	85
101004444	101	71	80	4	40500501	1	11	3	40	9
101004445	101	71	80	4	40500501	2	11	3	80	4
101004446	101	71	80	4	40500501	3	11	3	120	3
101004447	101	71	80	4	40500501	4	11	3	160	2
101004448	101	71	80	4	40500501	5	11	3	200	1
101004449	101	71	80	4	40500602	1	11	2	20000	85
101004450	101	71	80	4	40500602	1	11	3	40	9
101004451	101	71	80	4	40500602	2	11	3	80	4
101004452	101	71	80	4	40500602	3	11	3	120	3
101004453	101	71	80	4	40500602	4	11	3	160	2
101004454	101	71	80	4	40500602	5	11	3	200	1
101004455	101	71	80	4	40500603	1	11	2	20000	85
101004456	101	71	80	4	40500603	1	11	3	40	9
101004457	101	71	80	4	40500603	2	11	3	80	4
101004458	101	71	80	4	40500603	3	11	3	120	3
101004459	101	71	80	4	40500603	4	11	3	160	2
101004460	101	71	80	4	40500603	5	11	3	200	1
101004461	101	71	80	5	50101005	20	11	2	20000	5
101004462	101	71	80	5	50203005	20	11	2	100000	8
101004463	101	71	80	5	50203005	10	11	3	40	4
101004464	101	71	80	5	50306005	10	11	3	200	8
101004465	101	71	80	5	50411005	10	11	3	300	16
101004466	101	71	80	7	70411007	20	11	3	100	8
101004467	101	81	90	2	20202001	1	11	2	200	58
101004468	101	81	90	2	20202001	2	11	2	400	29
101004469	101	81	90	2	20202001	3	11	2	600	19
101004470	101	81	90	2	20202001	1	11	3	10	16
101004471	101	81	90	2	20202001	3	11	3	30	5
101004472	101	81	90	2	20202001	5	11	3	50	3
101004473	101	81	90	2	20202001	10	11	3	100	1
101004474	101	81	90	2	20202002	1	11	2	200	58
101004475	101	81	90	2	20202002	2	11	2	400	29
101004476	101	81	90	2	20202002	3	11	2	600	19
101004477	101	81	90	2	20202002	1	11	3	10	16
101004478	101	81	90	2	20202002	3	11	3	30	5
101004479	101	81	90	2	20202002	5	11	3	50	3
101004480	101	81	90	2	20202002	10	11	3	100	1
101004481	101	81	90	2	20202003	1	11	2	200	58
101004482	101	81	90	2	20202003	2	11	2	400	29
101004483	101	81	90	2	20202003	3	11	2	600	19
101004484	101	81	90	2	20202003	1	11	3	10	16
101004485	101	81	90	2	20202003	3	11	3	30	5
101004486	101	81	90	2	20202003	5	11	3	50	3
101004487	101	81	90	2	20202003	10	11	3	100	1
101004488	101	81	90	2	20202004	1	11	2	200	58
101004489	101	81	90	2	20202004	2	11	2	400	29
101004490	101	81	90	2	20202004	3	11	2	600	19
101004491	101	81	90	2	20202004	1	11	3	10	16
101004492	101	81	90	2	20202004	3	11	3	30	5
101004493	101	81	90	2	20202004	5	11	3	50	3
101004494	101	81	90	2	20202004	10	11	3	100	1
101004495	101	81	90	2	20202005	1	11	2	200	58
101004496	101	81	90	2	20202005	2	11	2	400	29
101004497	101	81	90	2	20202005	3	11	2	600	19
101004498	101	81	90	2	20202005	1	11	3	10	16
101004499	101	81	90	2	20202005	3	11	3	30	5
101004500	101	81	90	2	20202005	5	11	3	50	3
101004501	101	81	90	2	20202005	10	11	3	100	1
101004502	101	81	90	2	20202006	1	11	2	200	58
101004503	101	81	90	2	20202006	2	11	2	400	29
101004504	101	81	90	2	20202006	3	11	2	600	19
101004505	101	81	90	2	20202006	1	11	3	10	16
101004506	101	81	90	2	20202006	3	11	3	30	5
101004507	101	81	90	2	20202006	5	11	3	50	3
101004508	101	81	90	2	20202006	10	11	3	100	1
101004509	101	81	90	2	20202007	1	11	2	200	58
101004510	101	81	90	2	20202007	2	11	2	400	29
101004511	101	81	90	2	20202007	3	11	2	600	19
101004512	101	81	90	2	20202007	1	11	3	10	16
101004513	101	81	90	2	20202007	3	11	3	30	5
101004514	101	81	90	2	20202007	5	11	3	50	3
101004515	101	81	90	2	20202007	10	11	3	100	1
101004516	101	81	90	2	20202008	1	11	2	200	58
101004517	101	81	90	2	20202008	2	11	2	400	29
101004518	101	81	90	2	20202008	3	11	2	600	19
101004519	101	81	90	2	20202008	1	11	3	10	16
101004520	101	81	90	2	20202008	3	11	3	30	5
101004521	101	81	90	2	20202008	5	11	3	50	3
101004522	101	81	90	2	20202008	10	11	3	100	1
101004523	101	81	90	2	20202009	1	11	2	200	58
101004524	101	81	90	2	20202009	2	11	2	400	29
101004525	101	81	90	2	20202009	3	11	2	600	19
101004526	101	81	90	2	20202009	1	11	3	10	16
101004527	101	81	90	2	20202009	3	11	3	30	5
101004528	101	81	90	2	20202009	5	11	3	50	3
101004529	101	81	90	2	20202009	10	11	3	100	1
101004530	101	81	90	2	20202010	1	11	2	200	58
101004531	101	81	90	2	20202010	2	11	2	400	29
101004532	101	81	90	2	20202010	3	11	2	600	19
101004533	101	81	90	2	20202010	1	11	3	10	16
101004534	101	81	90	2	20202010	3	11	3	30	5
101004535	101	81	90	2	20202010	5	11	3	50	3
101004536	101	81	90	2	20202010	10	11	3	100	1
101004537	101	81	90	2	20202011	1	11	2	200	58
101004538	101	81	90	2	20202011	2	11	2	400	29
101004539	101	81	90	2	20202011	3	11	2	600	19
101004540	101	81	90	2	20202011	1	11	3	10	16
101004541	101	81	90	2	20202011	3	11	3	30	5
101004542	101	81	90	2	20202011	5	11	3	50	3
101004543	101	81	90	2	20202011	10	11	3	100	1
101004544	101	81	90	2	20304001	1	11	2	400	91
101004545	101	81	90	2	20304001	2	11	2	800	45
101004546	101	81	90	2	20304001	3	11	2	1200	30
101004547	101	81	90	2	20304001	1	11	3	20	25
101004548	101	81	90	2	20304001	3	11	3	60	8
101004549	101	81	90	2	20304001	5	11	3	100	5
101004550	101	81	90	2	20304001	10	11	3	200	2
101004551	101	81	90	2	20304002	1	11	2	400	91
101004552	101	81	90	2	20304002	2	11	2	800	45
101004553	101	81	90	2	20304002	3	11	2	1200	30
101004554	101	81	90	2	20304002	1	11	3	20	25
101004555	101	81	90	2	20304002	3	11	3	60	8
101004556	101	81	90	2	20304002	5	11	3	100	5
101004557	101	81	90	2	20304002	10	11	3	200	2
101004558	101	81	90	2	20304003	1	11	2	400	91
101004559	101	81	90	2	20304003	2	11	2	800	45
101004560	101	81	90	2	20304003	3	11	2	1200	30
101004561	101	81	90	2	20304003	1	11	3	20	25
101004562	101	81	90	2	20304003	3	11	3	60	8
101004563	101	81	90	2	20304003	5	11	3	100	5
101004564	101	81	90	2	20304003	10	11	3	200	2
101004565	101	81	90	2	20304004	1	11	2	400	91
101004566	101	81	90	2	20304004	2	11	2	800	45
101004567	101	81	90	2	20304004	3	11	2	1200	30
101004568	101	81	90	2	20304004	1	11	3	20	25
101004569	101	81	90	2	20304004	3	11	3	60	8
101004570	101	81	90	2	20304004	5	11	3	100	5
101004571	101	81	90	2	20304004	10	11	3	200	2
101004572	101	81	90	2	20304005	1	11	2	400	91
101004573	101	81	90	2	20304005	2	11	2	800	45
101004574	101	81	90	2	20304005	3	11	2	1200	30
101004575	101	81	90	2	20304005	1	11	3	20	25
101004576	101	81	90	2	20304005	3	11	3	60	8
101004577	101	81	90	2	20304005	5	11	3	100	5
101004578	101	81	90	2	20304005	10	11	3	200	2
101004579	101	81	90	2	20304006	1	11	2	400	91
101004580	101	81	90	2	20304006	2	11	2	800	45
101004581	101	81	90	2	20304006	3	11	2	1200	30
101004582	101	81	90	2	20304006	1	11	3	20	25
101004583	101	81	90	2	20304006	3	11	3	60	8
101004584	101	81	90	2	20304006	5	11	3	100	5
101004585	101	81	90	2	20304006	10	11	3	200	2
101004586	101	81	90	2	20304007	1	11	2	400	91
101004587	101	81	90	2	20304007	2	11	2	800	45
101004588	101	81	90	2	20304007	3	11	2	1200	30
101004589	101	81	90	2	20304007	1	11	3	20	25
101004590	101	81	90	2	20304007	3	11	3	60	8
101004591	101	81	90	2	20304007	5	11	3	100	5
101004592	101	81	90	2	20304007	10	11	3	200	2
101004593	101	81	90	2	20304008	1	11	2	400	91
101004594	101	81	90	2	20304008	2	11	2	800	45
101004595	101	81	90	2	20304008	3	11	2	1200	30
101004596	101	81	90	2	20304008	1	11	3	20	25
101004597	101	81	90	2	20304008	3	11	3	60	8
101004598	101	81	90	2	20304008	5	11	3	100	5
101004599	101	81	90	2	20304008	10	11	3	200	2
101004600	101	81	90	2	20304009	1	11	2	400	91
